Master Cust Num,Master Cust Name,Cust Num,Cust Name ,Vehicle,Program Provider,Provider Transaction Date,Provider Transaction Time,Transaction Posted Date,Provider Account Number,Provider Vehicle Number,Provider Account Name,Provider Card Number,Provider Driver First Name,Provider Driver Last Name,Provider Vehicle Description,Year,Make,Model,VIN,Provider Transaction VIN,Provider Company Vehicle Number,Provider Location,Provider Transaction Site Address,Provider Transaction Site City,Provider Transaction Site State,Provider Odometer,Provider Unusual Odometer Flag,Provider Adjusted Odometer,Provider Units Purchased,Unit Type,Provider Tax Amount,Provider Discount Amount,Provider Gross Dollars,Provider Net Dollars,Provider MPG,Provider Fuel Type
999999,PDI Fleet,999999,PDI Fleet,27LDCN,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1010,PDI,x10010,FLEET,DRIVER,CT4,2024,Subaru,Impreza,JF1GUABC7R8309839,JF1GUABC7R8309839,CT4,TRACKER,1 MAIN,TOWN,VA,81969,N,81969,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,285JCF,WEX Enterprise ExxonMobil Card,08/12/2026,10:00:00 AM,08/12/2026,x0593,1011,PDI,x10011,FLEET,DRIVER,CT5,2024,Subaru,Impreza,JF1GUABC6R8881484,JF1GUABC6R8881484,CT5,TRACKER,1 MAIN,TOWN,VA,87565,N,87565,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27F34C,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1012,PDI,x10012,FLEET,DRIVER,CT6,2024,Subaru,Impreza,JF1GUABC5R8342113,JF1GUABC5R8342113,CT6,TRACKER,1 MAIN,TOWN,VA,77192,N,77192,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27SGXF,WEX Enterprise ExxonMobil Card,08/11/2026,10:00:00 AM,08/11/2026,x0593,1013,PDI,x10013,FLEET,DRIVER,CT8,2021,Subaru,Impreza,4S3GTAB68M3706330,4S3GTAB68M3706330,CT8,TRACKER,1 MAIN,TOWN,VA,253993,N,253993,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,2B7P86,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1014,PDI,x10014,FLEET,DRIVER,CT9,2026,Subaru,Impreza,JF1GUAFC8T8245750,JF1GUAFC8T8245750,CT9,TRACKER,1 MAIN,TOWN,VA,15269,N,15269,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,285JCZ,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1015,PDI,x10015,FLEET,DRIVER,DE1,2024,Subaru,Impreza,JF1GUABC8R8885259,JF1GUABC8R8885259,DE1,TRACKER,1 MAIN,TOWN,VA,72499,N,72499,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,285JDK,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1016,PDI,x10016,FLEET,DRIVER,DE2,2024,Subaru,Impreza,JF1GUABC4R8880656,JF1GUABC4R8880656,DE2,TRACKER,1 MAIN,TOWN,VA,76480,N,76480,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,285JDL,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1017,PDI,x10017,FLEET,DRIVER,DE3,2024,Subaru,Impreza,JF1GUABC3R8879613,JF1GUABC3R8879613,DE3,TRACKER,1 MAIN,TOWN,VA,96334,N,96334,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27J8WL,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1018,PDI,x10018,FLEET,DRIVER,FL1,2024,Subaru,Impreza,JF1GUABC8R8306965,JF1GUABC8R8306965,FL1,TRACKER,1 MAIN,TOWN,VA,94196,N,94196,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27LDCM,WEX Enterprise ExxonMobil Card,08/12/2026,10:00:00 AM,08/12/2026,x0593,1019,PDI,x10019,FLEET,DRIVER,FL2,2024,Subaru,Impreza,JF1GUABC1R8302935,JF1GUABC1R8302935,FL2,TRACKER,1 MAIN,TOWN,VA,110232,N,110232,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27J8XF,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1020,PDI,x10020,FLEET,DRIVER,FL3,2024,Subaru,Impreza,JF1GUABC9R8325203,JF1GUABC9R8325203,FL3,TRACKER,1 MAIN,TOWN,VA,146265,N,146265,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27PMB9,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1021,PDI,x10021,FLEET,DRIVER,FL4,2024,Nissan,Versa,3N1CN8DV3RL830526,3N1CN8DV3RL830526,FL4,TRACKER,1 MAIN,TOWN,VA,76411,N,76411,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27PMB6,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1022,PDI,x10022,FLEET,DRIVER,Fl5,2024,Nissan,Versa,3N1CN8DV3RL817100,3N1CN8DV3RL817100,Fl5,TRACKER,1 MAIN,TOWN,VA,58632,N,58632,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27QSQG,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1023,PDI,x10023,FLEET,DRIVER,FL6,2024,Subaru,Impreza,JF1GUABC8R8355258,JF1GUABC8R8355258,FL6,TRACKER,1 MAIN,TOWN,VA,103501,N,103501,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27P5HV,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1024,PDI,x10024,FLEET,DRIVER,FL7,2024,Subaru,Impreza,JF1GUABC1R8355344,JF1GUABC1R8355344,FL7,TRACKER,1 MAIN,TOWN,VA,109844,N,109844,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27QSVS,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1025,PDI,x10025,FLEET,DRIVER,FL8,2024,Subaru,Impreza,JF1GUABC7R8355283,JF1GUABC7R8355283,FL8,TRACKER,1 MAIN,TOWN,VA,123260,N,123260,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27QSVW,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1026,PDI,x10026,FLEET,DRIVER,FL9,2024,Subaru,Impreza,JF1GUABC7R8355820,JF1GUABC7R8355820,FL9,TRACKER,1 MAIN,TOWN,VA,21842,N,21842,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,285JDC,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1027,PDI,x10027,FLEET,DRIVER,MD1,2024,Subaru,Impreza,JF1GUABC1R8882266,JF1GUABC1R8882266,MD1,TRACKER,1 MAIN,TOWN,VA,53105,N,53105,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,285JD6,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1028,PDI,x10028,FLEET,DRIVER,MD2,2024,Subaru,Impreza,JF1GUABC0R8882498,JF1GUABC0R8882498,MD2,TRACKER,1 MAIN,TOWN,VA,66191,N,66191,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27SGX5,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1029,PDI,x10029,FLEET,DRIVER,MD3,2020,Subaru,Impreza,4S3GTAB61L3715398,4S3GTAB61L3715398,MD3,TRACKER,1 MAIN,TOWN,VA,137633,N,137633,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27SKLG,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1030,PDI,x10030,FLEET,DRIVER,MD4,2021,Subaru,Impreza,4S3GTAB63M3706641,4S3GTAB63M3706641,MD4,TRACKER,1 MAIN,TOWN,VA,227233,N,227233,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27SGXH,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1031,PDI,x10031,FLEET,DRIVER,MD5,2021,Subaru,Impreza,4S3GTAB69M3708412,4S3GTAB69M3708412,MD5,TRACKER,1 MAIN,TOWN,VA,333355,N,333355,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27SGXJ,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1032,PDI,x10032,FLEET,DRIVER,MD6,2021,Subaru,Impreza,4S3GTAB60M3706399,4S3GTAB60M3706399,MD6,TRACKER,1 MAIN,TOWN,VA,126398,N,126398,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27SGXK,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1033,PDI,x10033,FLEET,DRIVER,MD7,2021,Subaru,Impreza,4S3GTAB62M3710860,4S3GTAB62M3710860,MD7,TRACKER,1 MAIN,TOWN,VA,123358,N,123358,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27SGXL,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1034,PDI,x10034,FLEET,DRIVER,MD8,2021,Subaru,Impreza,4S3GTAB65M3714904,4S3GTAB65M3714904,MD8,TRACKER,1 MAIN,TOWN,VA,193920,N,193920,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27SKLH,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1035,PDI,x10035,FLEET,DRIVER,MD9,2021,Honda,HR-V,3CZRU6H33MM747716,3CZRU6H33MM747716,MD9,TRACKER,1 MAIN,TOWN,VA,169615,N,169615,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27F2VN,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1036,PDI,x10036,FLEET,DRIVER,MD10,2024,Subaru,Impreza,JF1GUABC9R8330692,JF1GUABC9R8330692,MD10,TRACKER,1 MAIN,TOWN,VA,48922,N,48922,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,26K8LN,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1037,PDI,x10037,FLEET,DRIVER,MD11,2023,Subaru,Impreza,4S3GTAB64P3706782,4S3GTAB64P3706782,MD11,TRACKER,1 MAIN,TOWN,VA,103794,N,103794,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,2B7P83,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1038,PDI,x10038,FLEET,DRIVER,MD12,2026,Subaru,Impreza,JF1GUAFC6T8262384,JF1GUAFC6T8262384,MD12,TRACKER,1 MAIN,TOWN,VA,9282,N,9282,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27SGXG,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1039,PDI,x10039,FLEET,DRIVER,MD13,2021,Subaru,Impreza,4S3GTAB65M3707788,4S3GTAB65M3707788,MD13,TRACKER,1 MAIN,TOWN,VA,112935,N,112935,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,26ZMK7,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1040,PDI,x10040,FLEET,DRIVER,MD14,2023,Subaru,Impreza,4S3GTAB62P3721104,4S3GTAB62P3721104,MD14,TRACKER,1 MAIN,TOWN,VA,130489,N,130489,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,276TG2,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1041,PDI,x10041,FLEET,DRIVER,MD15,2024,Subaru,Impreza,JF1GUABC3R8259148,JF1GUABC3R8259148,MD15,TRACKER,1 MAIN,TOWN,VA,93076,N,93076,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27SGWX,WEX Enterprise ExxonMobil Card,08/13/2026,10:00:00 AM,08/13/2026,x0593,1042,PDI,x10042,FLEET,DRIVER,MD16,2019,Honda,HR-V,3CZRU6H3XKG710531,3CZRU6H3XKG710531,MD16,TRACKER,1 MAIN,TOWN,VA,210234,N,210234,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27BV78,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1043,PDI,x10043,FLEET,DRIVER,MD17,2024,Subaru,Impreza,JF1GUABC9R8307414,JF1GUABC9R8307414,MD17,TRACKER,1 MAIN,TOWN,VA,104851,N,104851,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27BV7F,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1044,PDI,x10044,FLEET,DRIVER,MD18,2024,Subaru,Impreza,JF1GUABC7R8318945,JF1GUABC7R8318945,MD18,TRACKER,1 MAIN,TOWN,VA,63370,N,63370,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27F34F,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1045,PDI,x10045,FLEET,DRIVER,MD19,2024,Subaru,Impreza,JF1GUABC3R8325309,JF1GUABC3R8325309,MD19,TRACKER,1 MAIN,TOWN,VA,50323,N,50323,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,285JD8,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1046,PDI,x10046,FLEET,DRIVER,MD20,2024,Subaru,Impreza,JF1GUABC1R8882025,JF1GUABC1R8882025,MD20,TRACKER,1 MAIN,TOWN,VA,55406,N,55406,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27F34N,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1047,PDI,x10047,FLEET,DRIVER,MD21,2024,Subaru,Impreza,JF1GUABC5R8327109,JF1GUABC5R8327109,MD21,TRACKER,1 MAIN,TOWN,VA,62174,N,62174,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27P5JC,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1048,PDI,x10048,FLEET,DRIVER,MD22,2024,Subaru,Impreza,JF1GUABC5R8362930,JF1GUABC5R8362930,MD22,TRACKER,1 MAIN,TOWN,VA,89595,N,89595,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27P5JK,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1049,PDI,x10049,FLEET,DRIVER,MD23,2024,Subaru,Impreza,JF1GUABC3R8362912,JF1GUABC3R8362912,MD23,TRACKER,1 MAIN,TOWN,VA,58998,N,58998,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27P5JF,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1050,PDI,x10050,FLEET,DRIVER,MD24,2024,Subaru,Impreza,JF1GUABC4R8362420,JF1GUABC4R8362420,MD24,TRACKER,1 MAIN,TOWN,VA,53800,N,53800,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27P5JM,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1051,PDI,x10051,FLEET,DRIVER,MD25,2024,Subaru,Impreza,JF1GUABC4R8365396,JF1GUABC4R8365396,MD25,TRACKER,1 MAIN,TOWN,VA,47117,N,47117,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27QSVN,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1052,PDI,x10052,FLEET,DRIVER,MD26,2024,Subaru,Impreza,JF1GUABC5R8371000,JF1GUABC5R8371000,MD26,TRACKER,1 MAIN,TOWN,VA,51962,N,51962,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,27QSVM,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1053,PDI,x10053,FLEET,DRIVER,MD27,2024,Subaru,Impreza,JF1GUABC8R8369290,JF1GUABC8R8369290,MD27,TRACKER,1 MAIN,TOWN,VA,104949,N,104949,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,285JD4,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1054,PDI,x10054,FLEET,DRIVER,MD28,2024,Subaru,Impreza,JF1GUABC7R8883678,JF1GUABC7R8883678,MD28,TRACKER,1 MAIN,TOWN,VA,68038,N,68038,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,285JD9,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1055,PDI,x10055,FLEET,DRIVER,MD29,2024,Subaru,Impreza,JF1GUABC1R8881070,JF1GUABC1R8881070,MD29,TRACKER,1 MAIN,TOWN,VA,41999,N,41999,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,285JD3,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1056,PDI,x10056,FLEET,DRIVER,MD30,2024,Subaru,Impreza,JF1GUABC2R8881935,JF1GUABC2R8881935,MD30,TRACKER,1 MAIN,TOWN,VA,50782,N,50782,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,285JD7,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1057,PDI,x10057,FLEET,DRIVER,MD31,2024,Subaru,Impreza,JF1GUABCXR8882069,JF1GUABCXR8882069,MD31,TRACKER,1 MAIN,TOWN,VA,44732,N,44732,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,29BCQM,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1058,PDI,x10058,FLEET,DRIVER,MD32,2025,Subaru,Impreza,JF1GUABC7S8266268,JF1GUABC7S8266268,MD32,TRACKER,1 MAIN,TOWN,VA,31742,N,31742,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,285JD2,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1059,PDI,x10059,FLEET,DRIVER,MD33,2024,Subaru,Impreza,JF1GUABC1R8883742,JF1GUABC1R8883742,MD33,TRACKER,1 MAIN,TOWN,VA,31867,N,31867,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,29FXDT,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1060,PDI,x10060,FLEET,DRIVER,MD34,2025,Subaru,Impreza,JF1GUABC6S8294157,JF1GUABC6S8294157,MD34,TRACKER,1 MAIN,TOWN,VA,20731,N,20731,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,292ND2,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1061,PDI,x10061,FLEET,DRIVER,MD35,2025,Subaru,Impreza,JF1GUABC7S8282521,JF1GUABC7S8282521,MD35,TRACKER,1 MAIN,TOWN,VA,19277,N,19277,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,292ND4,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1062,PDI,x10062,FLEET,DRIVER,MD36,2025,Subaru,Impreza,JF1GUABC9S8320458,JF1GUABC9S8320458,MD36,TRACKER,1 MAIN,TOWN,VA,23643,N,23643,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,292ND3,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1063,PDI,x10063,FLEET,DRIVER,MD37,2025,Subaru,Impreza,JF1GUABC4S8322750,JF1GUABC4S8322750,MD37,TRACKER,1 MAIN,TOWN,VA,33280,N,33280,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,292ND5,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1064,PDI,x10064,FLEET,DRIVER,MD38,2025,Subaru,Impreza,JF1GUABC2S8331138,JF1GUABC2S8331138,MD38,TRACKER,1 MAIN,TOWN,VA,26447,N,26447,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
999999,PDI Fleet,999999,PDI Fleet,2B7P7M,WEX Enterprise ExxonMobil Card,09/01/2026,10:00:00 AM,09/01/2026,x0593,1065,PDI,x10065,FLEET,DRIVER,MD39,2026,Subaru,Impreza,JF1GUAFCXT8244471,JF1GUAFCXT8244471,MD39,TRACKER,1 MAIN,TOWN,VA,5737,N,5737,10.0,GAL,0,0,40.00,40.00,25,UNLEADED
